model,illusion,illusion_strength,true_diff,n_trials,n_positive_response,p_positive_response,accuracy,positive_option_label
gpt-5.2,Contrast,31.5,-17.5,24,12,0.5,0.5,Top
gpt-5.2,Contrast,31.5,-14.69282,25,1,0.04,0.96,Top
gpt-5.2,Contrast,31.5,-12.13089,25,22,0.88,0.12,Top
gpt-5.2,Contrast,31.5,-9.81421,25,22,0.88,0.12,Top
gpt-5.2,Contrast,31.5,-7.74279,25,16,0.64,0.36,Top
gpt-5.2,Contrast,31.5,-5.91661,25,6,0.24,0.76,Top
gpt-5.2,Contrast,31.5,-4.33568,25,10,0.4,0.6,Top
gpt-5.2,Contrast,31.5,-3.0,25,9,0.36,0.64,Top
gpt-5.2,Contrast,31.5,3.0,25,0,0.0,0.0,Top
gpt-5.2,Contrast,31.5,4.33568,25,5,0.2,0.2,Top
gpt-5.2,Contrast,31.5,5.91661,25,15,0.6,0.6,Top
gpt-5.2,Contrast,31.5,7.74279,25,4,0.16,0.16,Top
gpt-5.2,Contrast,31.5,9.81421,25,14,0.56,0.56,Top
gpt-5.2,Contrast,31.5,12.13089,25,10,0.4,0.4,Top
gpt-5.2,Contrast,31.5,14.69282,25,11,0.44,0.44,Top
gpt-5.2,Contrast,31.5,17.5,25,25,1.0,1.0,Top
